id,title,genres,release_date,director,cast,vote_average,vote_count,popularity,runtime,overview,keywords,status,spoken_languages,production_companies,production_countries,budget,revenue
734,Home Alone,"['Comedy', 'Family']",1990-11-09,['Chris Columbus'],"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', 'John Heard', ""Catherine O'Hara"", 'Roberts Blossom', 'Devin Ratray', 'Michael C. Maronna', 'Hillary Wolf', 'Angela Goethals', 'Gerry Bamman', 'Terrie Snell', 'Jedidiah Cohen', 'Senta Moses', 'Daiana Campeanu', 'Kieran Culkin', 'Anna Slotky', 'Kristin Minter', 'John Candy', 'Ralph Foody', 'Larry Hankin', 'Ken Hudson Campbell', 'Hope Davis', 'Billie Bird', 'Bill Erwin', 'Jeffrey Wiseman', 'Virginia Smith', 'Ray Toler', 'Clarke Devereux', 'Dan Charles Zukoski', 'Matt Doherty']",7.1,2414,2.186927,103.0,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.","['holiday', 'burglar', 'home invasion', 'mischief', 'booby trap', 'home alone', 'suburban chicago', 'mischievous child', 'christmas', 'child']",Released,['English'],"['Twentieth Century Fox Film Corporation', 'Hughes Entertainment']",['United States of America'],18000000,476684675
735,Home Alone 2: Lost in New York,"['Comedy', 'Family', 'Adventure', 'Crime']",1992-11-19,['Chris Columbus'],"['Macaulay Culkin', 'Joe Pesci', ""Catherine O'Hara"", 'Daniel Stern', 'John Heard', 'Devin Ratray', 'Hillary Wolf', 'Gerry Bamman', 'Jedidiah Cohen', 'Kieran Culkin', 'Tim Curry', 'Eddie Bracken', 'Rob Schneider', 'Michael C. Maronna', 'Ralph Foody', ""Abdoulaye N'Gom"", 'Donald Trump', 'Brenda Fricker']",6.3,2395,81.487685,120.0,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.","['holiday', 'new york', 'new york city', 'christmas']",Released,"['English', 'Français']","['Twentieth Century Fox Film Corporation', 'Hughes Entertainment']",['United States of America'],18000000,358991681
736,Homefront,"['Action', 'Thriller']",2013-11-27,['Gary Fleder'],"['Jason Statham', 'James Franco', 'Izabela Vidovic', 'Winona Ryder', 'Rachelle Lefevre', 'Kate Bosworth', 'Clancy Brown', 'Frank Grillo', 'Christa Campbell', 'Omar Benson Miller', 'Nicole Andrews', 'Celeste Star', 'Stephanie Grote', 'Amin Joseph', 'Joe Chrest', 'Joshua Brady']",6.4,875,35.737655,100.0,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter,Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.","['based on novel', 'drug dealer', 'ex-cop', 'rural setting', 'undercover cop', 'methamphetamine', 'motorcycle gang', 'drug', 'revenge motive', 'father daughter relationship', 'lousiana bayou']",Released,['English'],"['Millennium Films', 'Open Road Films']",['United States of America'],22000000,43058898
737,Honey,"['Romance', 'Music', 'Family']",2003-11-24,['Bille Woodruff'],"['Jessica Alba', 'Mekhi Phifer', 'Joy Bryant', 'Romeo Miller', 'David Moscow', 'Zachary Isaiah Williams', 'Missy Elliott', 'Anthony Sherwood', 'Lonette McKee', 'Maestro', 'Judi Embden', 'Alison Sealy-Smith', 'Scott Neil', 'Sarah Francis', 'Jull Weber', 'Kevin Duhaney', 'Brandi Ward', 'Fonzworth Bentley', 'Tracy Dawson', 'Laurieann Gibson', 'Shawn Desman']",6.0,303,18.492655,94.0,"Honey Daniels (Jessica Alba) dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director (David Moscow) who casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.","['new york', 'dancing', 'hip-hop', 'dream', 'dance', 'blackmail', 'harassment', 'career', 'video', 'teacher', 'business', 'sabotage', 'choreographer', 'club', 'harlem', 'youth center']",Released,['English'],"['Universal Pictures', 'Marc Platt Productions', 'NuAmerica Entertainment']",['United States of America'],18000000,62646763
738,Hook,"['Adventure', 'Fantasy', 'Comedy', 'Family']",1991-12-11,['Steven Spielberg'],"['Robin Williams', 'Dustin Hoffman', 'Julia Roberts', 'Bob Hoskins', 'Maggie Smith', 'Caroline Goodall', 'Charlie Korsmo', 'Amber Scott', 'Arthur Malet', 'Isaiah Robinson', 'Gwyneth Paltrow', 'Phil Collins', 'Glenn Close', 'Regina Russell Banali', 'Jasen Fisher', 'James Madio', 'Ryan Francis', 'Max Hoffman', 'Kelly Rowan', 'Jake Hoffman', 'Geoffrey Lower', 'Don S. Davis', 'Brad Blumenthal', 'David Crosby', 'Nick Tate', 'Tony Burton', 'Carrie Fisher', 'George Lucas', 'Jimmy Buffett', 'Dante Basco']",6.6,1532,33.648404,144.0,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.","['flying', 'swordplay', 'sword', 'fantasy', 'peter pan', 'daughter', 'fairy-tale figure', 'rescue']",Released,['English'],"['Amblin Entertainment', 'TriStar Pictures']",['United States of America'],70000000,300854823
739,Horrible Bosses,"['Comedy', 'Crime']",2011-07-08,['Seth Gordon'],"['Jennifer Aniston', 'Jason Bateman', 'Charlie Day', 'Jason Sudeikis', 'Colin Farrell', 'Jamie Foxx', 'Donald Sutherland', 'Lindsay Sloane', 'John Francis Daley', 'Kevin Spacey', 'Julie Bowen', 'Meghan Markle', 'Steve Wiebe', 'Michael Albala', 'Jennifer Hasty', 'Reginald Ballard', 'George Back', 'Barry Livingston', 'Celia Finkelstein', 'P. J. Byrne']",6.5,2277,50.309843,98.0,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.","['conspiracy of murder', 'bad boss', 'employee', 'death of father', 'stakeout', 'duringcreditsstinger']",Released,['English'],"['New Line Cinema', 'Rat Entertainment']",['United States of America'],35000000,117000000
740,Horrible Bosses 2,['Comedy'],2014-11-26,['Sean Anders'],"['Jason Bateman', 'Jason Sudeikis', 'Charlie Day', 'Jennifer Aniston', 'Kevin Spacey', 'Jamie Foxx', 'Chris Pine', 'Christoph Waltz', 'Jonathan Banks', 'Lindsay Sloane', 'Keegan-Michael Key', 'Kelly Stables', 'Jerry Lambert', 'Sam Richardson', 'Brianne Howey', 'Lidia Porto', 'Jaye Razor', 'Lennon Parham', 'Leslie A. Hughes']",6.1,1536,82.185281,108.0,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.","['prison', 'kidnapping', 'sequel', 'car chase', 'sex addict', 'sex tape']",Released,['English'],"['New Line Cinema', 'BenderSpink', 'RatPac Entertainment']",['United States of America'],42000000,107670357
741,Hostage,"['Mystery', 'Drama', 'Thriller', 'Crime']",2005-03-09,['Florent-Emilio Siri'],"['Bruce Willis', 'Kevin Pollak', 'Jimmy Bennett', 'Michelle Horn', 'Ben Foster', 'Jonathan Tucker', 'Marshall Allman', 'Serena Scott Thomas', 'Rumer Willis', 'Marjean Holden', 'Kathryn Joosten', 'Kim Coates', 'Art La Fleur', 'Glenn Morshower']",6.2,512,23.663713,113.0,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.","['fbi', 'kidnapping', 'police operation', 'home invasion', 'hostage situation', 'hostage negotiator']",Released,['English'],"['Miramax Films', 'Cheyenne Enterprises', 'Yari Film Group', 'Stratus Film Co.', 'Syndicate Films International', 'Equity Pictures Medienfonds GmbH & Co. KG II', 'Hostage GmbH']","['Germany', 'United States of America']",52000000,77944725
742,Hot Fuzz,"['Crime', 'Action', 'Comedy']",2007-02-14,['Edgar Wright'],"['Simon Pegg', 'Nick Frost', 'Jim Broadbent', 'Paddy Considine', 'Rafe Spall', 'Kevin Eldon', 'Olivia Colman', 'Karl Johnson', 'Bill Bailey', 'Timothy Dalton', 'Edward Woodward', 'Billie Whitelaw', 'Eric Mason', 'Stuart Wilson', 'Paul Freeman', 'Rory McCann', 'Kenneth Cranham', 'Maria Charles', 'Peter Wight', 'Julia Deakin', 'Trevor Nichols', 'Elizabeth Elvin', 'Patricia Franklin', 'Lorraine Hilton', 'Tim Barlow', 'Anne Reid', 'Ben McKay', 'Adam Buxton', 'David Threlfall', 'Lucy Punch', 'David Bradley', 'Ron Cook', 'Stephen Merchant', 'Alice Lowe', 'Martin Freeman', 'Steve Coogan', 'Bill Nighy', 'Peter Jackson', 'Cate Blanchett', 'Garth Jennings', 'Edgar Wright', 'Robert Popper', 'Joe Cornish', 'Chris Waitt', 'Colin Michael Carmichael']",7.4,2199,38.623178,121.0,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.","['village', 'arrest', 'police', 'partner', 'murder', 'conspiracy', 'gunfight', 'police force', 'cowboy costume', 'accident']",Released,['English'],"['Universal Pictures', 'Big Talk Productions', 'StudioCanal', 'GAGA', 'Working Title Films']",['United Kingdom'],12000000,80573774
743,Hot Rod,"['Action', 'Comedy']",2007-08-03,['Akiva Schaffer'],"['Andy Samberg', 'Isla Fisher', 'Bill Hader', 'Sissy Spacek', 'Danny McBride', 'Jorma Taccone', 'Ian McShane', 'Will Arnett', 'Chris Parnell', 'Mark Acheson', 'Ken Kirzinger', 'Alana Husband', 'Chester Tam', 'Brittney Irvin', 'Brittany Tiplady', 'Andrew Moxham', 'Alvin Sanders', ""Terri O'Neill"", 'Chris Eastman', 'Paulo Ribeiro']",6.3,313,6.309587,88.0,"For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.","['stuntman', 'step father', 'swimming pool', 'aftercreditsstinger']",Released,['English'],['Paramount Pictures'],['United States of America'],0,14334401
744,Hot Tub Time Machine,"['Science Fiction', 'Comedy', 'Adventure']",2010-03-26,['Steve Pink'],"['John Cusack', 'Lizzy Caplan', 'Rob Corddry', 'Craig Robinson', 'Clark Duke', 'Chevy Chase', 'Sebastian Stan', 'Collette Wolfe', 'Lyndsy Fonseca', 'Crispin Glover', 'William Zabka', 'Jessica Paré', 'Crystal Lowe', 'Kellee Stewart', 'Julia Maxwell', 'Josh Heald', 'Charlie McDermott', 'Amber Hay']",6.0,894,33.926473,101.0,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.","['female nudity', 'one-night stand', 'time travel', 'time machine', 'incest overtones', 'hot tub', 'peter pan syndrome', 'forty something', 'skiing']",Released,"['Pусский', 'English']","['United Artists', 'Metro-Goldwyn-Mayer (MGM)', 'New Crime Productions']",['United States of America'],36000000,64572262
745,Hotel Rwanda,"['Drama', 'History', 'War']",2004-09-11,['Terry George'],"['Don Cheadle', 'Sophie Okonedo', 'Nick Nolte', 'Fana Mokoena', 'Joaquin Phoenix', 'Jean Reno', 'Desmond Dube', 'Ofentse Modiselle', 'Mathabo Pieterson', 'Hakeem Kae-Kazim', 'Tony Kgoroge', 'Lebo Mashile', 'Antonio David Lyons', 'Leleti Khumalo', 'Neil McCarthy', ""Mabutho 'Kid' Sithole"", 'Jeremiah Ndlovu', 'Mosa Kaiser', ""David O'Hara"", 'Lennox Mathabathe', 'Mothusi Magano', 'Simo Mogwaza', 'Cara Seymour', 'Roberto Citran', 'Mduduzi Mabaso', 'Harriet Lenabe', 'Xolani Mali', 'Rosie Motene']",7.5,793,28.60542,121.0,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.","['rwanda', 'refugee', 'refugee camp', 'militia', 'murder', 'slaughter', 'dead body', 'atrocity', 'african', 'cruelty', 'violence', 'united nations', 'genocide in rwanda', 'death']",Released,"['English', 'Français']","['Lions Gate Films', 'United Artists', 'Industrial Development Corporation of South Africa', 'Endgame Entertainment', 'Miracle Pictures', 'Sixth Sense Productions', 'Mikado Film', 'Inside Track Films']","['Canada', 'United Kingdom', 'United States of America', 'Italy', 'South Africa']",17500000,38000000
746,Hotel Transylvania,"['Animation', 'Comedy', 'Family', 'Fantasy']",2012-09-20,['Genndy Tartakovsky'],"['Adam Sandler', 'Steve Buscemi', 'David Spade', 'Kevin James', 'Selena Gomez', 'Andy Samberg', 'Fran Drescher', 'Molly Shannon', 'Cee Lo Green', 'Jon Lovitz', 'Rick Kavanian', 'Elyas M’Barek', 'Josefine Preuß', 'Sadie Sandler', 'Jackie Sandler', 'Brian Stack', 'Chris Parnell', 'Robert Smigel', 'Rob Riggle', 'Paul Brittain', 'Brian McCann', 'Jonny Solomon', 'Jim Wise', 'James C.J. Williams']",6.8,2566,56.257411,91.0,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.","['witch', 'magic', 'mummy', 'vampire', 'dracula', 'skeleton', 'backpacker', 'frankenstein', 'wolfman', 'zombie', 'invisible man', 'duringcreditsstinger', '\xa0nosferatu', 'protective father', 'fang vamp']",Released,['English'],"['Columbia Pictures', 'Sony Pictures Animation']",['United States of America'],85000000,358375603
747,Hotel Transylvania 2,"['Animation', 'Comedy', 'Family']",2015-09-21,['Genndy Tartakovsky'],"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Steve Buscemi', 'David Spade', 'Keegan-Michael Key', 'Asher Blinkoff', 'Fran Drescher', 'Molly Shannon', 'Megan Mullally', 'Nick Offerman', 'Dana Carvey', 'Rob Riggle', 'Mel Brooks', 'Jonny Solomon', 'Chris Kattan', 'Sadie Sandler', 'Sunny Sandler', 'Jon Lovitz', 'Robert Smigel', 'Ava Acres']",6.7,1497,61.692197,89.0,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.","['transylvania', 'hotel', 'witch', 'technology', 'magic', 'mummy', 'dracula', 'skeleton', 'only child', 'backpacker', 'marriage', 'frankenstein', 'wolfman', 'zombie', 'moving out', 'invisible man', 'new life']",Released,"['English', 'ภาษาไทย']","['Columbia Pictures', 'Sony Pictures Animation']",['United States of America'],80000000,473226958
748,House of 1000 Corpses,['Horror'],2003-04-11,['Rob Zombie'],"['Sid Haig', 'Bill Moseley', 'Sheri Moon Zombie', 'Karen Black', 'Erin Daniels', 'Chris Hardwick', 'Rainn Wilson', 'Jennifer Jostyn', 'Tom Towles', 'Walton Goggins', 'Matthew McGrory', 'Robert Allen Mukes', 'Dennis Fimple', 'Jake McKinnon', 'Harrison Young', 'Irwin Keyes', 'Michael J. Pollard', 'Chad Bannon', 'William Bassett', 'David Reynolds', 'Joe Dobbs III', 'Judith Drake', 'Gregg Gibbs', 'Ken Johnson', 'Irvin Mosley Jr.', 'Tom Towles', 'Walter Phelan']",6.0,306,19.301432,89.0,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,"['upper class', 'halloween', 'psychopath', 'urban legend', 'youth', 'satanic ritual']",Released,['English'],"['Universal Pictures', 'Spectacle Entertainment Group']",['United States of America'],7000000,16829545
