title,id,genres,release_date,vote_average,vote_count,popularity,runtime,overview,keywords,tagline,status,spoken_languages,production_companies,production_countries,budget,revenue
The Thin Red Line,8741,"['Drama', 'History', 'War']",1998-12-25,7.2,771,40.072583,170.0,"Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.","['based on novel', 'japanese', 'world war ii', 'battle assignment', 'invasion', 'marine corps', 'u.s. army', 'commander', 'pacific', 'rifle', 'survival', 'jungle', 'infantry', 'steel helmet', 'sergeant', 'pacific island', 'soldier', 'battle', 'fighting', 'guadalcanal', 'awol', 'philosophic conflict']",Every man fights his own war.,Released,"['English', 'Pусский']","['Fox 2000 Pictures', 'Phoenix Pictures', 'Geisler-Roberdeau']","['Canada', 'United States of America']",52000000,98126565
Casino,524,"['Drama', 'Crime']",1995-11-22,7.8,1307,40.06688,178.0,The life of the gambling paradise – Las Vegas – and its dark mafia underbelly.,"['poker', 'drug abuse', '1970s', 'overdose', 'illegal prostitution']",No one stays at the top forever.,Released,['English'],"['Universal Pictures', 'Légende Entreprises', 'Syalis DA', 'De Fina-Cappa']","['France', 'United States of America']",52000000,116112375
American Reunion,71552,['Comedy'],2012-04-04,6.1,1611,39.920035,113.0,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.","['wife husband relationship', 'sequel', 'family reunion', 'masturbation', 'scat', 'high school reunion', 'quitting a job', 'milf', 'duringcreditsstinger']",Save the best piece for last.,Released,['English'],['Universal Pictures'],['United States of America'],50000000,234989584
Spaceballs,957,"['Comedy', 'Science Fiction']",1987-06-24,6.7,902,39.890798,96.0,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?","['android', 'lasergun', 'swordplay', 'temple', 'space marine', 'space battle', 'space travel', 'space mission', 'galaxy', 'comb', 'altar', 'magnet beam', 'jam', 'speed of light', 'plastic surgery', 'password', 'shield', 'nose', 'spoof']",May the schwartz be with you,Released,['English'],"['Brooksfilms Ltd.', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],22700000,38119483
Paddington,116149,"['Family', 'Comedy']",2014-11-27,7.0,883,39.882276,95.0,"A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist...","['england', 'train station', 'based on novel', 'bear', 'anthropomorphism', 'talking to animals', ""children's book""]",The Adventure Begins,Released,['English'],"['The Weinstein Company', 'StudioCanal', 'TF1 Films Production', 'Canal+', 'Heyday Films', 'Ciné+', 'Anton Capital Entertainment (ACE)', 'TF1', 'Amazon Prime Instant Video']",['United Kingdom'],55000000,259207227
The Girl Next Door,10591,['Comedy'],2004-04-09,6.3,824,39.784026,108.0,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.","['porn actor', 'pornographic video', 'high school', 'school party', 'blonde', 'girl next door']",Matt never saw her coming... but all his friends had!,Released,['English'],"['Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Daybreak']",['United States of America'],25000000,30411183
Seven Samurai,346,"['Action', 'Drama']",1954-04-26,8.2,878,39.756748,207.0,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.","['japan', 'samurai', 'peasant', 'looting', 'rice', 'fencing', 'village', 'moral ambiguity', 'battle', 'practice', '16th century']",The Mighty Warriors Who Became the Seven National Heroes of a Small Town,Released,['日本語'],['Toho Company'],['Japan'],2000000,271841
A Christmas Carol,17979,"['Animation', 'Drama']",2009-11-04,6.6,1095,39.744242,96.0,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.","['holiday', 'based on novel', 'victorian england', 'money', 'christmas eve', 'scrooge', 'christmas carol', 'ghost', 'lesson', 'charles dickens', 'christmas']",Season's Greedings,Released,['English'],"['Walt Disney', 'ImageMovers']",['United States of America'],200000000,325233863
"O Brother, Where Art Thou?",134,"['Action', 'Adventure', 'Comedy']",2000-08-30,7.3,1112,39.742009,106.0,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.","['prophecy', 'southern usa', 'music record', 'country music', 'mississippi', 'seduction', 'musical', 'fraud']",They have a plan...but not a clue.,Released,['English'],"['Universal Pictures', 'Mike Zoss Productions', 'Studio Canal', 'Touchstone Pictures', 'Working Title Films']","['France', 'United Kingdom', 'United States of America']",26000000,71868327
The World Is Not Enough,36643,"['Adventure', 'Action', 'Thriller']",1999-11-08,6.0,862,39.604363,128.0,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.","['british', 'mission', 'oil', 'heiress', 'bilbao spain', 'british secret service']",As the countdown begins for the new millennium there is still one number you can always count on.,Released,"['English', 'Pусский']","['Eon Productions', 'Metro-Goldwyn-Mayer (MGM)']","['United Kingdom', 'United States of America']",135000000,361832400
Ponyo,12429,"['Animation', 'Family']",2008-07-19,7.5,926,39.58676,100.0,"The son of a sailor, 5-year old Sosuke lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish. The daughter of a masterful wizard and a sea goddess, Ponyo uses her father's magic to transform herself into a young girl and quickly falls in love with Sosuke, but the use of such powerful sorcery causes a dangerous imbalance in the world. As the moon steadily draws nearer to the earth and Ponyo's father sends the ocean's mighty waves to find his daughter, the two children embark on an adventure of a lifetime to save the world and fulfill Ponyo's dreams of becoming human.","['mother', 'fish', 'cliff', 'father', 'mermaid', 'princess', 'anime']",Welcome To A World Where Anything Is Possible.,Released,['日本語'],"['Studio Ghibli', 'The Yomiuri Shimbun', 'Hakuhodo DY Media Partners', 'Mitsubishi', 'Lawson', 'Walt Disney Company', 'Taikei Office', 'Asahi Soft Drinks Company']",['Japan'],41677699,187479518
ParaNorman,77174,"['Family', 'Animation', 'Adventure', 'Comedy']",2012-08-03,6.7,789,39.539045,90.0,"In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can.","['medium', 'stop motion', 'curse', 'jock', 'ghost', 'communicating with the dead', 'aftercreditsstinger', 'dealing with the past', 'witch trial', 'child witch', 'empathy', 'strange']",It's all fun and games until someone raises the dead.,Released,['English'],"['Focus Features', 'Laika Entertainment']",['United States of America'],60000000,107139399
Akira,149,"['Science Fiction', 'Animation']",1988-07-16,7.8,773,39.338097,124.0,"Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.","['saving the world', 'total destruction', 'megacity', 'street gang', 'underground', 'general', 'stadium', 'experiment', 'atomic bomb', 'mutation', 'dystopia', 'army', 'cyberpunk', 'anime', 'motorcycle gangs']",Neo-Tokyo is about to E.X.P.L.O.D.E.,Released,['日本語'],"['Bandai Visual Company', 'Toho Company', 'Mainichi Broadcasting System (MBS)', 'Kodansha', 'Tokyo Movie Shinsha (TMS)', 'TMS Entertainment', 'Akira Committee Company Ltd.', 'Sumitomo Corporation']",['Japan'],8000000,553171
Brooklyn,167073,"['Drama', 'Romance']",2015-10-20,7.2,1213,39.337949,111.0,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.","['love triangle', 'based on novel', 'homesickness', 'vororte', 'ship', 'community', 'marriage', 'working class', 'boarding house', 'ireland', 'brooklyn new york city', 'journey', 'dual life', 'irish immigrant', '1950s']","Two countries, two loves, one heart",Released,['English'],"['Wildgaze Films', 'Irish Film Board', 'Item 7', 'Parallel Film Productions']","['Canada', 'Ireland']",11000000,62076141
Dark City,2666,"['Mystery', 'Science Fiction']",1998-02-27,7.2,828,39.324831,100.0,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.","['soul', 'sleep', 'manipulation', 'future', 'dystopia', 'chaos', 'memory', 'duel', 'parallel world', 'tech noir', 'matrix', 'neo-noir', 'retrofuturism']",A world where the night never ends.,Released,['English'],"['New Line Cinema', 'Mystery Clock Cinema']","['Australia', 'United States of America']",27000000,27200316
Some Like It Hot,239,"['Comedy', 'Romance']",1959-03-18,8.0,808,39.30982,122.0,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.","['chicago', 'witness', 'musician', 'mafia', 'cross dressing', 'band', 'spats', 'all girl band', ""st. valentine's day massacre"", 'sugar', ""valentine's day"", 'dressing']",The movie too HOT for words!,Released,['English'],"['The Mirisch Corporation', 'Ashton Productions']",['United States of America'],2883848,25000000
